session_id,day,arm,purchased,order_value,refunded,support_contact
22590,7,treatment,0,,0,0
22591,7,control,0,,0,0
22592,7,control,0,,0,0
22593,7,control,0,,0,0
22594,7,treatment,0,,0,0
22595,7,control,0,,0,0
22596,7,treatment,1,76.55,0,0
22597,7,treatment,0,,0,0
22598,7,treatment,0,,0,0
22599,7,treatment,0,,0,0
22600,7,treatment,0,,0,0
22601,7,control,0,,0,0
22602,7,treatment,0,,0,0
22603,7,control,0,,0,0
22604,7,treatment,0,,0,0
22605,7,treatment,0,,0,0
22606,7,treatment,0,,0,0
22607,7,control,0,,0,0
22608,7,control,0,,0,0
22609,7,treatment,0,,0,0
22610,7,treatment,0,,0,0
22611,7,control,0,,0,0
22612,7,control,0,,0,1
22613,7,treatment,0,,0,0
22614,7,control,0,,0,0
22615,7,treatment,1,48.75,0,0
22616,7,control,0,,0,0
22617,7,treatment,0,,0,0
22618,7,control,0,,0,0
22619,7,control,0,,0,0
22620,7,treatment,1,40.02,0,0
22621,7,control,0,,0,0
22622,7,treatment,0,,0,0
22623,7,control,0,,0,0
22624,7,treatment,0,,0,0
22625,7,control,0,,0,0
22626,7,control,0,,0,0
22627,7,control,0,,0,0
22628,7,control,0,,0,0
22629,7,treatment,0,,0,0
22630,7,treatment,0,,0,0
22631,7,control,0,,0,0
22632,7,control,0,,0,0
22633,7,treatment,0,,0,0
22634,7,treatment,0,,0,0
22635,7,treatment,0,,0,0
22636,7,treatment,0,,0,0
22637,7,treatment,0,,0,0
22638,7,control,0,,0,0
22639,7,treatment,0,,0,0
22640,7,treatment,0,,0,0
22641,7,control,0,,0,0
22642,7,treatment,0,,0,0
22643,7,treatment,0,,0,0
22644,7,control,1,95.57,1,0
22645,7,treatment,0,,0,0
22646,7,control,0,,0,0
22647,7,control,0,,0,0
22648,7,control,0,,0,0
22649,7,control,0,,0,0
22650,7,control,0,,0,0
22651,7,treatment,0,,0,0
22652,7,control,0,,0,1
22653,7,control,0,,0,0
22654,7,treatment,0,,0,0
22655,7,treatment,0,,0,1
22656,7,control,0,,0,0
22657,7,treatment,0,,0,0
22658,7,treatment,0,,0,0
22659,7,treatment,0,,0,0
22660,7,treatment,0,,0,0
22661,7,treatment,0,,0,0
22662,7,control,0,,0,0
22663,7,control,0,,0,0
22664,7,treatment,0,,0,0
22665,7,treatment,0,,0,0
22666,7,control,0,,0,0
22667,7,treatment,0,,0,0
22668,7,control,1,84.91,0,0
22669,7,treatment,0,,0,0
22670,7,treatment,0,,0,0
22671,7,control,1,42.55,0,0
22672,7,treatment,0,,0,0
22673,7,control,0,,0,0
22674,7,treatment,0,,0,0
22675,7,treatment,0,,0,0
22676,7,control,0,,0,0
22677,7,treatment,0,,0,0
22678,7,control,0,,0,0
22679,7,control,0,,0,0
22680,7,treatment,0,,0,0
22681,7,control,0,,0,0
22682,7,control,0,,0,0
22683,7,treatment,0,,0,0
22684,7,control,0,,0,0
22685,7,treatment,0,,0,0
22686,7,control,0,,0,0
22687,7,control,0,,0,0
22688,7,treatment,0,,0,0
22689,7,treatment,0,,0,0
22690,7,control,0,,0,0
22691,7,treatment,0,,0,0
22692,7,treatment,0,,0,0
22693,7,treatment,0,,0,1
22694,7,treatment,0,,0,0
22695,7,treatment,0,,0,0
22696,7,control,0,,0,0
22697,7,treatment,0,,0,0
22698,7,treatment,0,,0,0
22699,7,treatment,0,,0,0
22700,7,treatment,0,,0,0
22701,7,treatment,0,,0,0
22702,7,treatment,0,,0,0
22703,7,treatment,1,64.39,0,0
22704,7,control,0,,0,0
22705,7,treatment,0,,0,0
22706,7,treatment,0,,0,0
22707,7,control,0,,0,0
22708,7,control,0,,0,0
22709,7,treatment,0,,0,0
22710,7,treatment,0,,0,0
22711,7,treatment,0,,0,0
22712,7,control,0,,0,0
22713,7,control,0,,0,0
22714,7,treatment,0,,0,0
22715,7,treatment,0,,0,0
22716,7,treatment,0,,0,0
22717,7,control,0,,0,0
22718,7,control,0,,0,0
22719,7,control,0,,0,0
22720,7,treatment,0,,0,0
22721,7,treatment,0,,0,0
22722,7,treatment,0,,0,0
22723,7,control,0,,0,0
22724,7,treatment,0,,0,0
22725,7,control,0,,0,0
22726,7,control,0,,0,0
22727,7,control,0,,0,0
22728,7,control,1,79.35,0,0
22729,7,treatment,0,,0,0
22730,7,control,0,,0,0
22731,7,control,0,,0,0
22732,7,treatment,0,,0,0
22733,7,treatment,0,,0,0
22734,7,control,0,,0,0
22735,7,control,0,,0,0
22736,7,treatment,0,,0,0
22737,7,control,0,,0,0
22738,7,treatment,0,,0,0
22739,7,treatment,0,,0,0
22740,7,control,0,,0,0
22741,7,treatment,0,,0,0
22742,7,treatment,0,,0,0
22743,7,treatment,0,,0,0
22744,7,treatment,0,,0,0
22745,7,treatment,0,,0,0
22746,7,control,0,,0,0
22747,7,control,0,,0,0
22748,7,treatment,1,88.11,0,0
22749,7,treatment,0,,0,0
22750,7,treatment,0,,0,0
22751,7,treatment,0,,0,0
22752,7,treatment,1,73.18,0,0
22753,7,treatment,0,,0,0
22754,7,control,0,,0,0
22755,7,treatment,0,,0,0
22756,7,control,0,,0,0
22757,7,control,0,,0,0
22758,7,control,0,,0,0
22759,7,treatment,0,,0,0
22760,7,control,0,,0,0
22761,7,treatment,0,,0,0
22762,7,control,0,,0,0
22763,7,treatment,0,,0,0
22764,7,treatment,0,,0,0
22765,7,control,0,,0,0
22766,7,control,0,,0,0
22767,7,treatment,0,,0,0
22768,7,treatment,0,,0,0
22769,7,treatment,0,,0,0
22770,7,treatment,0,,0,1
22771,7,treatment,0,,0,0
22772,7,control,0,,0,0
22773,7,treatment,0,,0,0
22774,7,control,0,,0,0
22775,7,treatment,0,,0,0
22776,7,treatment,0,,0,0
22777,7,control,0,,0,0
22778,7,control,0,,0,0
22779,7,control,0,,0,0
22780,7,treatment,0,,0,0
22781,7,treatment,0,,0,0
22782,7,treatment,0,,0,0
22783,7,control,0,,0,0
22784,7,treatment,0,,0,0
22785,7,treatment,0,,0,0
22786,7,control,0,,0,0
22787,7,treatment,0,,0,0
22788,7,control,0,,0,0
22789,7,control,0,,0,0
22790,7,control,0,,0,0
22791,7,treatment,0,,0,0
22792,7,treatment,0,,0,0
22793,7,treatment,0,,0,0
22794,7,treatment,0,,0,0
22795,7,treatment,0,,0,0
22796,7,control,0,,0,0
22797,7,control,0,,0,0
22798,7,control,0,,0,0
22799,7,treatment,0,,0,0
22800,7,control,0,,0,0
22801,7,control,0,,0,0
22802,7,control,0,,0,0
22803,7,treatment,0,,0,0
22804,7,control,1,75.13,0,0
22805,7,control,0,,0,0
22806,7,treatment,0,,0,0
22807,7,control,0,,0,0
22808,7,treatment,0,,0,0
22809,7,treatment,0,,0,0
22810,7,treatment,1,42.57,0,0
22811,7,treatment,0,,0,0
22812,7,control,0,,0,0
22813,7,control,0,,0,0
22814,7,control,0,,0,0
22815,7,treatment,0,,0,0
22816,7,control,0,,0,0
22817,7,control,0,,0,0
22818,7,control,0,,0,0
22819,7,control,0,,0,0
22820,7,treatment,0,,0,0
22821,7,control,0,,0,0
22822,7,control,0,,0,0
22823,7,treatment,0,,0,0
22824,7,control,0,,0,0
22825,7,treatment,0,,0,0
22826,7,treatment,0,,0,0
22827,7,treatment,0,,0,0
22828,7,treatment,0,,0,0
22829,7,treatment,0,,0,0
22830,7,control,0,,0,0
22831,7,treatment,0,,0,0
22832,7,control,0,,0,0
22833,7,control,0,,0,0
22834,7,control,0,,0,0
22835,7,control,0,,0,0
22836,7,control,0,,0,0
22837,7,control,0,,0,0
22838,7,control,0,,0,0
22839,7,treatment,0,,0,0
22840,7,control,0,,0,0
22841,7,treatment,0,,0,0
22842,7,control,0,,0,0
22843,7,treatment,1,91.65,0,0
22844,7,treatment,0,,0,0
22845,7,treatment,0,,0,0
22846,7,control,0,,0,0
22847,7,treatment,0,,0,0
22848,7,treatment,0,,0,0
22849,7,treatment,0,,0,0
22850,7,treatment,0,,0,0
22851,7,treatment,0,,0,0
22852,7,control,0,,0,0
22853,7,control,0,,0,1
22854,7,treatment,0,,0,0
22855,7,treatment,0,,0,0
22856,7,control,1,69.82,0,0
22857,7,treatment,0,,0,0
22858,7,control,0,,0,0
22859,7,treatment,0,,0,0
22860,7,control,0,,0,0
22861,7,treatment,0,,0,0
22862,7,treatment,0,,0,0
22863,7,treatment,0,,0,0
22864,7,control,0,,0,0
22865,7,control,0,,0,0
22866,7,treatment,0,,0,0
22867,7,control,0,,0,0
22868,7,treatment,0,,0,0
22869,7,treatment,0,,0,0
22870,7,control,0,,0,0
22871,7,treatment,0,,0,0
22872,7,control,0,,0,0
22873,7,control,0,,0,0
22874,7,control,0,,0,0
22875,7,treatment,0,,0,0
22876,7,control,0,,0,0
22877,7,control,0,,0,0
22878,7,treatment,0,,0,0
22879,7,control,0,,0,0
22880,7,treatment,0,,0,0
22881,7,treatment,0,,0,0
22882,7,treatment,0,,0,0
22883,7,control,0,,0,0
22884,7,control,1,54.02,0,0
22885,7,treatment,0,,0,0
22886,7,control,0,,0,0
22887,7,treatment,0,,0,0
22888,7,treatment,0,,0,0
22889,7,control,0,,0,0
22890,7,treatment,1,11.16,0,0
22891,7,control,0,,0,0
22892,7,control,0,,0,0
22893,7,control,0,,0,0
22894,7,treatment,0,,0,0
22895,7,control,0,,0,0
22896,7,treatment,0,,0,0
22897,7,control,0,,0,0
22898,7,control,0,,0,0
22899,7,treatment,0,,0,0
22900,7,control,0,,0,0
22901,7,control,0,,0,0
22902,7,control,0,,0,0
22903,7,treatment,0,,0,0
22904,7,treatment,0,,0,0
22905,7,control,0,,0,0
22906,7,treatment,0,,0,0
22907,7,control,0,,0,0
22908,7,treatment,0,,0,0
22909,7,treatment,0,,0,0
22910,7,treatment,0,,0,0
22911,7,treatment,0,,0,0
22912,7,treatment,0,,0,0
22913,7,control,0,,0,0
22914,7,treatment,0,,0,0
22915,7,control,0,,0,0
22916,7,treatment,0,,0,0
22917,7,control,0,,0,0
22918,7,control,0,,0,0
22919,7,control,0,,0,0
22920,7,treatment,0,,0,0
22921,7,treatment,0,,0,0
22922,7,control,0,,0,0
22923,7,treatment,0,,0,0
22924,7,control,0,,0,0
22925,7,control,0,,0,0
22926,7,control,0,,0,0
22927,7,control,0,,0,0
22928,7,treatment,0,,0,0
22929,7,control,0,,0,0
22930,7,treatment,0,,0,0
22931,7,treatment,0,,0,0
22932,7,treatment,0,,0,0
22933,7,control,0,,0,0
22934,7,control,0,,0,0
22935,7,treatment,1,35.63,0,0
22936,7,control,0,,0,0
22937,7,treatment,0,,0,0
22938,7,treatment,1,94.06,0,0
22939,7,control,0,,0,0
22940,7,control,0,,0,0
22941,7,treatment,0,,0,0
22942,7,treatment,0,,0,0
22943,7,treatment,0,,0,1
22944,7,control,0,,0,0
22945,7,treatment,0,,0,0
22946,7,control,0,,0,0
22947,7,treatment,0,,0,0
22948,7,control,0,,0,0
22949,7,treatment,0,,0,0
22950,7,treatment,0,,0,0
22951,7,treatment,0,,0,0
22952,7,control,0,,0,0
22953,7,control,0,,0,0
22954,7,control,0,,0,0
22955,7,control,0,,0,0
22956,7,treatment,0,,0,0
22957,7,control,1,101.39,0,0
22958,7,treatment,0,,0,0
22959,7,treatment,0,,0,0
22960,7,treatment,0,,0,1
22961,7,control,0,,0,0
22962,7,treatment,1,98.31,0,0
22963,7,control,0,,0,0
22964,7,control,0,,0,0
22965,7,treatment,0,,0,0
22966,7,control,0,,0,0
22967,7,treatment,0,,0,0
22968,7,control,0,,0,0
22969,7,treatment,0,,0,0
22970,7,treatment,0,,0,0
22971,7,treatment,0,,0,0
22972,7,control,0,,0,1
22973,7,treatment,0,,0,0
22974,7,control,0,,0,0
22975,7,control,0,,0,0
22976,7,treatment,0,,0,0
22977,7,treatment,0,,0,0
22978,7,control,0,,0,0
22979,7,control,0,,0,0
22980,7,control,0,,0,0
22981,7,control,0,,0,0
22982,7,treatment,0,,0,1
22983,7,control,0,,0,0
22984,7,treatment,0,,0,0
22985,7,control,0,,0,0
22986,7,control,0,,0,0
22987,7,control,0,,0,0
22988,7,treatment,0,,0,0
22989,7,control,0,,0,0
22990,7,control,0,,0,0
22991,7,treatment,0,,0,0
22992,7,control,0,,0,1
22993,7,control,0,,0,0
22994,7,treatment,0,,0,0
22995,7,control,0,,0,0
22996,7,treatment,0,,0,0
22997,7,treatment,0,,0,0
22998,7,control,0,,0,0
22999,7,treatment,0,,0,0
23000,7,control,0,,0,0
23001,7,treatment,0,,0,0
23002,7,treatment,0,,0,0
23003,7,control,0,,0,0
23004,7,treatment,0,,0,0
23005,7,control,0,,0,0
23006,7,treatment,0,,0,0
23007,7,treatment,0,,0,0
23008,7,control,0,,0,0
23009,7,control,0,,0,0
23010,7,treatment,0,,0,0
23011,7,control,0,,0,0
23012,7,control,0,,0,0
23013,7,control,0,,0,0
23014,7,treatment,0,,0,0
23015,7,control,0,,0,0
23016,7,treatment,0,,0,0
23017,7,control,0,,0,0
23018,7,control,0,,0,0
23019,7,treatment,0,,0,0
23020,7,control,0,,0,0
23021,7,control,0,,0,0
23022,7,control,0,,0,0
23023,7,treatment,0,,0,0
23024,7,control,0,,0,0
23025,7,treatment,1,60.8,0,0
23026,7,treatment,0,,0,0
23027,7,control,0,,0,0
23028,7,control,0,,0,0
23029,7,control,0,,0,0
23030,7,control,0,,0,0
23031,7,control,0,,0,0
23032,7,control,1,118.78,0,0
23033,7,control,0,,0,0
23034,7,control,1,86.01,0,0
23035,7,treatment,0,,0,0
23036,7,treatment,0,,0,0
23037,7,treatment,0,,0,0
23038,7,control,0,,0,0
23039,7,treatment,0,,0,0
23040,7,control,0,,0,0
23041,7,control,0,,0,0
23042,7,control,1,80.91,0,0
23043,7,control,0,,0,0
23044,7,treatment,0,,0,0
23045,7,treatment,0,,0,0
23046,7,control,0,,0,0
23047,7,treatment,0,,0,0
23048,7,treatment,0,,0,0
23049,7,control,0,,0,0
23050,7,treatment,0,,0,0
23051,7,treatment,0,,0,0
23052,7,control,0,,0,0
23053,7,treatment,0,,0,0
23054,7,treatment,0,,0,0
23055,7,control,0,,0,0
23056,7,control,0,,0,0
23057,7,treatment,0,,0,0
23058,7,control,0,,0,0
23059,7,control,0,,0,0
23060,7,treatment,0,,0,0
23061,7,control,0,,0,0
23062,7,treatment,0,,0,0
23063,7,treatment,0,,0,0
23064,7,control,0,,0,0
23065,7,treatment,0,,0,0
23066,7,control,0,,0,0
23067,7,control,0,,0,0
23068,7,control,0,,0,0
23069,7,treatment,0,,0,0
23070,7,control,0,,0,0
23071,7,treatment,0,,0,0
23072,7,control,0,,0,0
23073,7,control,0,,0,0
23074,7,control,0,,0,0
23075,7,treatment,0,,0,0
23076,7,control,0,,0,0
23077,7,control,0,,0,0
23078,7,treatment,0,,0,0
23079,7,control,0,,0,0
23080,7,control,0,,0,1
23081,7,treatment,0,,0,0
23082,7,control,0,,0,0
23083,7,treatment,0,,0,0
23084,7,control,0,,0,0
23085,7,treatment,0,,0,0
23086,7,control,0,,0,0
23087,7,treatment,0,,0,0
23088,7,control,0,,0,0
23089,7,control,0,,0,0
23090,7,treatment,0,,0,0
23091,7,treatment,0,,0,0
23092,7,control,0,,0,0
23093,7,control,0,,0,0
23094,7,control,0,,0,0
23095,7,control,0,,0,0
23096,7,control,0,,0,0
23097,7,control,0,,0,0
23098,7,control,0,,0,0
23099,7,treatment,0,,0,0
23100,7,control,0,,0,0
23101,7,treatment,0,,0,0
23102,7,control,0,,0,0
23103,7,control,0,,0,0
23104,7,treatment,0,,0,0
23105,7,treatment,0,,0,0
23106,7,treatment,0,,0,0
23107,7,treatment,0,,0,0
23108,7,treatment,0,,0,0
23109,7,treatment,0,,0,0
23110,7,treatment,0,,0,0
23111,7,treatment,1,118.19,0,0
23112,7,treatment,0,,0,0
23113,7,control,0,,0,0
23114,7,treatment,0,,0,0
23115,7,treatment,0,,0,0
23116,7,treatment,0,,0,0
23117,7,control,0,,0,0
23118,7,treatment,0,,0,0
23119,7,treatment,0,,0,0
23120,7,control,0,,0,0
23121,7,treatment,0,,0,0
23122,7,treatment,0,,0,0
23123,7,treatment,0,,0,0
23124,7,control,0,,0,0
23125,7,control,0,,0,0
23126,7,treatment,0,,0,0
23127,7,treatment,0,,0,0
23128,7,control,0,,0,0
23129,7,control,0,,0,0
23130,7,treatment,0,,0,0
23131,7,control,0,,0,0
23132,7,control,0,,0,0
23133,7,control,0,,0,0
23134,7,control,0,,0,0
23135,7,control,0,,0,0
23136,7,treatment,0,,0,0
23137,7,control,0,,0,0
23138,7,control,0,,0,0
23139,7,treatment,0,,0,0
23140,7,control,0,,0,0
23141,7,treatment,0,,0,0
23142,7,treatment,0,,0,0
23143,7,control,0,,0,0
23144,7,treatment,0,,0,0
23145,7,control,0,,0,0
23146,7,treatment,0,,0,0
23147,7,control,0,,0,0
23148,7,treatment,0,,0,0
23149,7,control,0,,0,0
23150,7,treatment,0,,0,0
23151,7,treatment,0,,0,0
23152,7,treatment,0,,0,0
23153,7,control,0,,0,0
23154,7,control,0,,0,0
23155,7,control,0,,0,0
23156,7,treatment,0,,0,0
23157,7,treatment,0,,0,0
23158,7,treatment,0,,0,0
23159,7,treatment,0,,0,0
23160,7,control,0,,0,0
23161,7,control,0,,0,0
23162,7,treatment,0,,0,0
23163,7,control,0,,0,0
23164,7,control,0,,0,0
23165,7,treatment,0,,0,0
23166,7,treatment,0,,0,0
23167,7,treatment,0,,0,0
23168,7,treatment,0,,0,0
23169,7,treatment,0,,0,0
23170,7,treatment,0,,0,0
23171,7,treatment,0,,0,0
23172,7,treatment,0,,0,1
23173,7,treatment,0,,0,0
23174,7,treatment,1,62.34,0,0
23175,7,treatment,0,,0,0
23176,7,treatment,0,,0,0
23177,7,control,0,,0,0
23178,7,treatment,0,,0,0
23179,7,control,0,,0,0
23180,7,control,0,,0,0
23181,7,control,0,,0,0
23182,7,treatment,0,,0,0
23183,7,treatment,0,,0,0
23184,7,control,0,,0,0
23185,7,control,0,,0,0
23186,7,treatment,0,,0,0
23187,7,treatment,0,,0,0
23188,7,treatment,0,,0,0
23189,7,control,0,,0,0
23190,7,treatment,1,96.8,0,0
23191,7,treatment,0,,0,0
23192,7,control,0,,0,0
23193,7,control,0,,0,0
23194,7,treatment,0,,0,0
23195,7,treatment,0,,0,0
23196,7,control,0,,0,0
23197,7,control,1,72.49,0,0
23198,7,treatment,0,,0,0
23199,7,treatment,0,,0,1
23200,7,control,0,,0,0
23201,7,treatment,0,,0,0
23202,7,control,0,,0,0
23203,7,treatment,0,,0,0
23204,7,treatment,0,,0,0
23205,7,treatment,0,,0,0
23206,7,control,0,,0,0
23207,7,control,1,74.9,0,0
23208,7,control,0,,0,0
23209,7,control,0,,0,0
23210,7,treatment,0,,0,0
23211,7,treatment,0,,0,0
23212,7,control,0,,0,0
23213,7,control,0,,0,0
23214,7,treatment,1,44.48,1,0
23215,7,control,0,,0,0
23216,7,control,0,,0,0
23217,7,treatment,0,,0,0
23218,7,control,0,,0,0
23219,7,control,1,63.61,0,0
23220,7,treatment,0,,0,0
23221,7,treatment,0,,0,0
23222,7,treatment,0,,0,0
23223,7,control,0,,0,0
23224,7,treatment,0,,0,0
23225,7,treatment,0,,0,0
23226,7,control,0,,0,0
23227,7,control,0,,0,0
23228,7,control,0,,0,0
23229,7,control,0,,0,0
23230,7,control,0,,0,0
23231,7,treatment,0,,0,0
23232,7,control,0,,0,0
23233,7,control,0,,0,0
23234,7,treatment,0,,0,0
23235,7,treatment,0,,0,0
23236,7,control,0,,0,0
23237,7,treatment,1,71.54,0,0
23238,7,control,0,,0,0
23239,7,treatment,0,,0,0
23240,7,treatment,1,81.91,0,0
23241,7,control,0,,0,0
23242,7,treatment,0,,0,0
23243,7,treatment,0,,0,0
23244,7,treatment,0,,0,0
23245,7,treatment,0,,0,0
23246,7,treatment,0,,0,0
23247,7,control,0,,0,0
23248,7,control,0,,0,0
23249,7,control,0,,0,0
23250,7,control,0,,0,0
23251,7,treatment,0,,0,0
23252,7,treatment,0,,0,0
23253,7,control,0,,0,0
23254,7,treatment,0,,0,0
23255,7,treatment,0,,0,0
23256,7,treatment,0,,0,0
23257,7,treatment,0,,0,0
23258,7,treatment,0,,0,0
23259,7,treatment,0,,0,0
23260,7,control,0,,0,0
23261,7,treatment,0,,0,0
23262,7,control,0,,0,0
23263,7,control,0,,0,0
23264,7,control,0,,0,0
23265,7,treatment,0,,0,0
23266,7,treatment,0,,0,0
23267,7,treatment,0,,0,0
23268,7,control,0,,0,0
23269,7,control,0,,0,0
23270,7,treatment,0,,0,0
23271,7,control,0,,0,0
23272,7,treatment,0,,0,0
23273,7,treatment,0,,0,0
23274,7,control,0,,0,0
23275,7,control,0,,0,0
23276,7,control,0,,0,0
23277,7,treatment,0,,0,0
23278,7,treatment,0,,0,0
23279,7,control,0,,0,0
23280,7,treatment,0,,0,0
23281,7,control,0,,0,0
23282,7,control,0,,0,0
23283,7,control,0,,0,0
23284,7,treatment,0,,0,0
23285,7,treatment,0,,0,0
23286,7,treatment,0,,0,0
23287,7,treatment,0,,0,0
23288,7,treatment,0,,0,0
23289,7,control,0,,0,0
23290,7,control,0,,0,0
23291,7,treatment,0,,0,0
23292,7,treatment,0,,0,0
23293,7,control,0,,0,0
23294,7,treatment,0,,0,0
23295,7,treatment,0,,0,0
23296,7,treatment,0,,0,0
23297,7,treatment,0,,0,0
23298,7,control,0,,0,0
23299,7,treatment,1,85.8,0,0
23300,7,control,0,,0,0
23301,7,control,0,,0,0
23302,7,treatment,0,,0,0
23303,7,treatment,0,,0,0
23304,7,treatment,0,,0,0
23305,7,treatment,0,,0,0
23306,7,treatment,0,,0,0
23307,7,treatment,0,,0,0
23308,7,control,0,,0,0
23309,7,treatment,0,,0,0
23310,7,treatment,0,,0,0
23311,7,control,0,,0,0
23312,7,treatment,0,,0,0
23313,7,treatment,1,46.94,0,0
23314,7,control,1,71.07,0,0
23315,7,treatment,0,,0,0
23316,7,treatment,0,,0,0
23317,7,treatment,1,69.88,0,0
23318,7,control,0,,0,0
23319,7,treatment,0,,0,0
23320,7,control,0,,0,0
23321,7,treatment,1,61.19,0,0
23322,7,treatment,0,,0,0
23323,7,control,0,,0,0
23324,7,treatment,0,,0,0
23325,7,control,0,,0,0
23326,7,treatment,0,,0,0
23327,7,control,0,,0,0
23328,7,control,0,,0,0
23329,7,treatment,0,,0,0
23330,7,control,0,,0,0
23331,7,treatment,0,,0,0
23332,7,treatment,0,,0,0
23333,7,treatment,0,,0,0
23334,7,control,0,,0,0
23335,7,treatment,0,,0,0
23336,7,control,0,,0,0
23337,7,treatment,0,,0,0
23338,7,control,0,,0,0
23339,7,control,0,,0,0
23340,7,control,0,,0,0
23341,7,control,0,,0,0
23342,7,control,0,,0,0
23343,7,control,0,,0,0
23344,7,treatment,0,,0,0
23345,7,treatment,0,,0,0
23346,7,control,0,,0,0
23347,7,control,0,,0,0
23348,7,control,0,,0,0
23349,7,control,0,,0,0
23350,7,treatment,0,,0,0
23351,7,control,0,,0,0
23352,7,treatment,0,,0,0
23353,7,control,1,58.31,0,0
23354,7,control,1,66.03,0,0
23355,7,treatment,0,,0,0
23356,7,control,0,,0,0
23357,7,treatment,0,,0,0
23358,7,treatment,0,,0,0
23359,7,treatment,0,,0,0
23360,7,treatment,0,,0,0
23361,7,control,0,,0,0
23362,7,control,0,,0,0
23363,7,control,0,,0,0
23364,7,treatment,0,,0,0
23365,7,control,0,,0,0
23366,7,treatment,0,,0,0
23367,7,treatment,0,,0,0
23368,7,treatment,0,,0,0
23369,7,control,0,,0,0
23370,7,treatment,0,,0,0
23371,7,control,0,,0,0
23372,7,control,0,,0,0
23373,7,treatment,0,,0,0
23374,7,treatment,0,,0,0
23375,7,control,0,,0,0
23376,7,treatment,0,,0,0
23377,7,treatment,0,,0,0
23378,7,treatment,0,,0,0
23379,7,treatment,0,,0,0
23380,7,control,0,,0,0
23381,7,treatment,0,,0,0
23382,7,treatment,0,,0,0
23383,7,control,0,,0,0
23384,7,control,0,,0,0
23385,7,treatment,0,,0,0
23386,7,treatment,1,32.57,0,1
23387,7,treatment,0,,0,0
23388,7,treatment,0,,0,0
23389,7,treatment,0,,0,0
23390,7,treatment,0,,0,0
23391,7,control,0,,0,0
23392,7,treatment,0,,0,0
23393,7,control,0,,0,0
23394,7,control,0,,0,0
23395,7,treatment,0,,0,0
23396,7,treatment,0,,0,0
23397,7,control,1,55.49,0,0
23398,7,treatment,0,,0,0
23399,7,control,0,,0,0
23400,7,control,0,,0,0
23401,7,treatment,0,,0,0
23402,7,treatment,0,,0,0
23403,7,control,0,,0,0
23404,7,treatment,0,,0,0
23405,7,control,0,,0,0
23406,7,treatment,0,,0,0
23407,7,treatment,0,,0,0
23408,7,treatment,0,,0,0
23409,7,control,0,,0,0
23410,7,treatment,0,,0,0
23411,7,treatment,0,,0,0
23412,7,control,0,,0,0
23413,7,control,0,,0,0
23414,7,control,0,,0,0
23415,7,control,0,,0,0
23416,7,control,0,,0,0
23417,7,treatment,0,,0,0
23418,7,treatment,0,,0,0
23419,7,control,0,,0,0
23420,7,control,0,,0,0
23421,7,treatment,0,,0,0
23422,7,control,0,,0,0
23423,7,control,0,,0,0
23424,7,treatment,0,,0,0
23425,7,control,0,,0,0
23426,7,treatment,0,,0,0
23427,7,treatment,0,,0,0
23428,7,treatment,0,,0,0
23429,7,treatment,0,,0,0
23430,7,treatment,0,,0,0
23431,7,treatment,1,63.04,0,0
23432,7,treatment,0,,0,0
23433,7,control,0,,0,0
23434,7,treatment,0,,0,0
23435,7,control,0,,0,0
23436,7,control,0,,0,0
23437,7,treatment,0,,0,0
23438,7,control,0,,0,1
23439,7,control,0,,0,0
23440,7,treatment,0,,0,0
23441,7,control,0,,0,0
23442,7,control,0,,0,0
23443,7,treatment,0,,0,0
23444,7,control,0,,0,0
23445,7,treatment,0,,0,0
23446,7,treatment,1,70.22,0,0
23447,7,treatment,0,,0,0
23448,7,treatment,0,,0,0
23449,7,control,0,,0,0
23450,7,control,0,,0,0
23451,7,control,0,,0,0
23452,7,control,1,53.83,0,0
23453,7,control,1,60.85,0,0
23454,7,treatment,0,,0,0
23455,7,control,0,,0,0
23456,7,treatment,0,,0,0
23457,7,treatment,0,,0,0
23458,7,control,0,,0,0
23459,7,treatment,0,,0,0
23460,7,treatment,0,,0,0
23461,7,treatment,0,,0,0
23462,7,treatment,0,,0,0
23463,7,treatment,0,,0,0
23464,7,control,0,,0,0
23465,7,control,0,,0,0
23466,7,treatment,0,,0,0
23467,7,control,0,,0,0
23468,7,treatment,0,,0,0
23469,7,treatment,0,,0,0
23470,7,treatment,0,,0,0
23471,7,treatment,1,64.02,0,0
23472,7,control,0,,0,0
23473,7,treatment,0,,0,0
23474,7,treatment,0,,0,0
23475,7,control,0,,0,0
23476,7,control,0,,0,0
23477,7,treatment,0,,0,0
23478,7,control,0,,0,0
23479,7,control,1,71.97,0,0
23480,7,control,0,,0,0
23481,7,control,0,,0,0
23482,7,control,0,,0,0
23483,7,treatment,0,,0,0
23484,7,control,0,,0,0
23485,7,control,0,,0,0
23486,7,control,0,,0,0
23487,7,treatment,0,,0,0
23488,7,treatment,0,,0,0
23489,7,treatment,0,,0,0
23490,7,treatment,0,,0,0
23491,7,control,0,,0,0
23492,7,treatment,0,,0,0
23493,7,control,0,,0,0
23494,7,control,0,,0,0
23495,7,treatment,0,,0,0
23496,7,control,0,,0,0
23497,7,control,0,,0,0
23498,7,control,0,,0,0
23499,7,control,0,,0,0
23500,7,control,0,,0,0
23501,7,control,0,,0,0
23502,7,control,0,,0,0
23503,7,treatment,0,,0,0
23504,7,treatment,0,,0,0
23505,7,treatment,0,,0,1
23506,7,control,0,,0,0
23507,7,treatment,0,,0,0
23508,7,control,0,,0,0
